"","Country","ISO2","ISO3","UN","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Percentage_%_Individuals using the Internet","2016_Percentage_%_Individuals using the Internet","2015_Percentage_%_Individuals using the Internet","2014_Percentage_%_Individuals using the Internet","2013_Percentage_%_Individuals using the Internet","2012_Percentage_%_Individuals using the Internet","2011_Percentage_%_Individuals using the Internet","2010_Percentage_%_Individuals using the Internet","2009_Percentage_%_Individuals using the Internet","2008_Percentage_%_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2018_Percentage_%_Individuals using the Internet","2016_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2015_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2014_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2013_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2012_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2011_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2010_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2008_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions"
"97","Hong Kong","HK","HKG","344",36.4764987323193,36.3803840016906,36.2533688629127,32.672339366735,31.1170112359002,32.0006760469362,31.5318521753679,31.9744991709497,29.6531430794545,28.1244337470827,57.2384772638173,58.160207009765,59.6164970120971,60.2800920011645,61.9209578018325,62.3439329035272,62.1775153941166,62.6107056928532,61.9735135065702,61.7692149283674,89.41594465,87.47941467,84.9483529634062,79.8662704309064,74.2,72.9,72.2,72,69.4,66.7,251.76500570328,242.767543834218,259.42617268945,232.736561501008,237.70482727302,239.4366560781,232.55129101692,218.264862079842,181.918011068298,198.00565032009,168.270554063631,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8119670196201,60.7832065241636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Hungary","HU","HUN","348",31.7234027013549,30.3868323195602,28.885350367452,27.8054347533725,21.7521962010079,24.2898220036215,26.4102027237757,26.3186065137643,19.8477343954815,17.7201517994585,31.0778090216646,32.1855597989809,31.9875217561821,31.6450436355451,30.7114305357343,30.2831128533343,30.0134382795109,29.9901585213405,29.6423590900272,30.8118258468173,76.75054712,79.25941213,72.8347,75.6531974544103,72.6439,70.579998153838,68.0199878861296,65,62,61,102.211900463143,102.040669641827,103.445171614234,101.254448414045,119.597162302342,117.860654389911,117.386504017798,118.131720104126,118.405012571491,120.997031439344,122.341130041062,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3747655542621,30.9651439515758,NA,NA,76.0743606365063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Iceland","IS","ISL","352",40.5556067036319,39.9452141641721,38.5372329217413,37.6801325084862,34.0938038510527,34.8285900286195,35.9020987997689,36.4118030152711,33.8768975707298,34.1048588413928,40.6022339499811,43.7248985475174,49.537335267876,50.9167491816632,52.2027182480508,51.3538129571163,55.274956088094,60.4424215179441,59.082955662588,60.1669925520942,98.26,98.2400162999185,98.2,98.16,96.5468,96.2097995545657,94.8196868008949,93.39,93,91,122.808192755231,120.892759311993,126.13709598382,116.253486069349,112.615263821007,108.886966780465,108.125852136637,106.371764036677,107.48365826958,106.47742314128,108.385233033945,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4955081397578,64.178590730113,NA,NA,99.0109539916991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","India","IN","IND","356",1.34329676579384,1.33385625268761,1.40831023635842,1.29318924738865,0.890396796703947,1.18363183779404,1.16545745245535,1.2156522549525,0.636079761163719,0.439754556491226,1.61670179347048,1.73564577053601,1.84248261156469,1.94786499200887,2.08398339855265,2.26670980234976,2.44439096544062,2.84295028174172,2.62621591960757,3.04337703693108,34.45,22,17,21,15.1,12.5800609138955,10.07,7.5,5.12,4.38,87.3177371937469,85.1486834808295,86.9425631882511,76.4075994294841,72.8626207549064,69.1969937356643,68.3152481680337,71.4925296212346,43.1205301759887,60.9415438137163,28.8913746403867,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06784897628978,3.15657153238967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Indonesia","ID","IDN","360",3.28054775904123,2.34872487503475,1.99857215488847,1.54150855657613,0.942925301120026,1.20063567118283,1.29139454554864,1.33266399108501,0.781081469495988,0.416852674272461,4.18705617524749,4.1765587680858,4.11112585320562,4.01652845492434,10.2791407402767,12.2009545255533,15.2878211888586,16.9252572469946,15.7547781654895,14.5878572082658,32.2924418958799,25.4473537,21.9760677113476,17.14,14.94,14.52,12.28,10.92,6.92,7.91747938492903,164.4405900008,147.415022537722,119.837598640804,131.180458535595,127.615440881544,124.392499003208,113.488311825828,101.913229756001,68.5929824916221,87.3698682380407,59.7011870254492,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11636088428618,12.9010496897687,NA,NA,39.7874830543211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Iran (Islamic Republic of)","IR","IRN","364",11.9878978762249,12.1297508389425,9.56281867667545,8.41951268670403,1.33882222758689,5.03534305416802,6.74820040244522,7.93281987644349,0.548509967872811,0.415969893984804,37.2789803368178,38.653168584931,38.7980936953777,38.7541273997682,37.9214006392759,38.8177259210182,38.0705737967964,34.9976673112262,37.2036537784835,35.384515154967,64.04397362,53.22677167,45.3349758846986,39.35,29.95,22.73,19,15.9,13.8,12.02,107.899793294938,101.201875386112,108.462393753912,94.5556384158607,88.9310865947631,85.3092914288639,76.9891884125097,75.0894865525279,72.067353403889,73.2780885641934,59.6223514711552,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84010078548046,34.3868445694104,NA,NA,70.0045522180671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Iraq","IQ","IRQ","368",11.6885433578952,11.4290097449773,NA,NA,0.0104801375671879,NA,NA,NA,0.000417627872304721,0.000190236324949853,7.0381853378294,8.62215237800897,5.54756880460299,5.61392485003975,5.65995226483962,5.73030471649317,5.86704093642363,5.7850594728474,5.8388363986682,5.69539493135061,49.35999889,21.23,58,13.21,9.2,7.1,5,2.5,1.06,1,88.9832633167701,91.3587069461134,94.8829695891095,94.3403625650897,95.8969167426747,97.8675726580018,83.9008804355696,83.0553322506208,69.4327943908918,78.2207880202714,61.7528248156663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81282915728197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Ireland","IE","IRL","372",29.6794356972538,29.4280642899354,28.9665250430227,28.1459024057346,22.3955228452276,24.1326870069385,25.7660512949845,27.2055422659593,21.7235396620282,20.1827181584973,37.9594246569088,39.3898401503467,40.8396988018388,41.527998839315,43.7127770030716,44.0798912862139,43.5690046304434,45.6265160053496,44.5767848916546,47.4327500525077,84.1140070623844,85.01113212,83.4947916666667,83.4917223351728,78.2477,76.919992540097,74.8899729670944,69.85,67.38,65.34,103.063001351278,103.819110737537,103.171048562991,105.364600181626,106.176477962084,105.749636761276,108.799057679379,106.866473321782,104.670540669465,103.231063423066,114.317783667643,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3228384016484,50.3332297675295,NA,NA,84.5223020568612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Israel","IL","ISR","376",28.7537481286202,28.4090633403236,27.8456551590612,27.2357300692236,23.9843864638765,25.4367985510611,25.8958135015316,27.1319354338875,23.9637253453878,23.9857475662442,38.1792506272135,39.3020346808917,41.1916287920128,42.7649843516756,43.6326338488656,43.9440190173269,47.1966205433731,46.3897781321744,46.74707162987,46.1193924813151,81.58118359,79.65312418,77.3520896572253,75.0177531628076,70.250311945,70.8,68.8738779907441,67.5,63.12,59.39,127.852915289074,130.349236063453,127.661869284745,132.481208850296,120.954193628311,122.820882808063,121.143245551646,122.878016855658,125.479239736558,124.019151573427,127.933482565324,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0968866450295,45.92045733585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Italy","IT","ITA","380",28.0297910721427,27.3370104783949,25.6552818140067,24.5964698297056,22.0783437683823,22.9851095377913,23.2902015944666,23.8082725896968,20.4456631665768,19.137573639803,33.6426098932905,34.1180093826813,33.4094142300108,33.3605586167263,34.0697822631561,35.0658876327704,36.3209855344246,37.9878297646352,37.0965158110523,38.3088394717085,63.077347,61.32425277,58.1417349568747,55.6384602242293,58.4593,55.829997993283,54.3899983018814,53.68,48.83,44.53,138.233767872509,141.69398147736,137.466947022258,144.75638499696,148.841540469879,160.990876534463,162.307085177823,161.17201246752,152.325410652539,157.885758856489,153.322753603405,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6865575160118,37.4036170361791,NA,NA,74.3871829234822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Jamaica","JM","JAM","388",9.70258415515357,8.18666359906438,9.84324741693379,7.91727213327056,4.1518114472364,4.32935556828465,4.92585472058745,5.27118862774982,4.01314525846822,3.49846650246093,12.3965576399724,10.1692042858786,10.6740471179904,8.74601049248691,8.8517459503697,8.75709060583927,8.90679954344133,9.359855681988,9.5567864585416,10.817905335683,55.0720670507751,44.36685637,42.2212211907441,40.4027351046672,37.1,33.79,37.438613414848,27.67,24.3,23.6,105.833032050966,112.425281360495,101.026527106865,108.515745821286,104.533728630164,99.5621804504966,95.524697656548,104.227494745976,105.730806195068,113.219722038385,97.89519734165,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18513699388767,11.3804856866374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Japan","JP","JPN","392",32.1619520518955,31.7894899893316,31.1557363534816,30.3727300888924,26.5296046043283,28.1353373984594,28.7720699958411,29.4837561628473,25.563497868608,23.4308357348031,49.8755776158323,50.1592981640196,50.1703083433254,49.7757649710768,49.5888654946238,49.8925804740465,50.0104875607298,51.048348243633,50.3261049612345,51.9576459881367,84.58806583,93.18272128,91.0580283929962,89.1068330166075,88.219428911,79.4964,79.0541135244739,78.21,78,75.4,135.518664405016,130.59524817247,139.200941600126,125.451863225395,123.163195171324,115.254273309356,109.893595779236,103.316882746877,90.4633868960358,95.9116758972041,85.8846731589191,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7793786121157,37.6749152935686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Jersey","JE","JEY","832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.03,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Jordan","JO","JOR","400",3.93154538570671,3.40993617003665,3.14621103031666,3.34344674272857,4.03875817509208,3.71193338114567,3.85470894823948,3.94427384405216,3.45258992116937,2.22433446737715,3.20150345428013,3.35206685821549,3.76040658611224,3.98138470794226,4.21000382561476,4.44197388350229,5.37007466784146,6.68630988554906,6.07330487915325,7.27142164955333,66.7903144326458,62.3021925670712,60.1143826895006,46.2,41.4,37,34.9,27.2,26,23,99.1563731402599,102.764832453205,87.6214888476213,148.900408187491,124.370646008646,121.070508064167,111.054316447964,97.6472840508605,87.2499514018041,91.1652474771533,81.0429623953592,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87078116929402,7.91568277968751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Kazakhstan","KZ","KAZ","398",13.4440576217255,14.2483257346134,13.1788068365138,13.0946841842165,5.35063420951609,9.77403549826061,11.5048134580539,12.4143084730256,3.59872684715527,2.12644927794344,18.2913202666125,20.3904652976305,22.0465583875991,23.6045767315486,25.1603587087848,25.7956643901836,26.035838528134,24.9663447200236,25.8679604891736,24.0385109848796,76.42674823,74.58772647,70.82993359566,66,63.30422443,61.9066274652008,50.6,31.6,18.2,11,147.639778475897,143.205326528368,141.968025752502,149.722718212868,165.26750436278,178.343071411996,180.493417763457,153.061094546189,106.359113350758,119.3838722557,94.001118261408,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23681936513192,21.8031344228008,NA,NA,78.9039190578816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Kenya","KE","KEN","404",0.722863316901968,0.574066993538299,0.311900541173697,0.282188169613915,0.016335687772426,0.12256145871499,0.16288231754754,0.218014732530829,0.0444968279140435,0.00824789296114712,0.127730538454346,0.139106753088172,0.148417376712418,0.178569280269055,0.385417104969148,0.448932524818057,0.567314684708798,0.905881218755558,0.656686740187901,1.62364279785101,17.8271002088645,16.6,16.5878548475992,16.5,13,10.5,8.8,7.2,6.1,5.2,85.2531569274151,79.4719039775596,96.3202167473058,78.7745505608215,72.0183969804746,69.925343334392,69.3039044511337,65.0344916519822,47.3440356843045,59.4063512088171,40.9720063949568,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125396397271461,1.62433732565363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Kiribati","KI","KIR","296",0.072509430542008,0.0665743968885229,0.0586541537805268,0.105471919228342,0.821941764551575,0.752091755194134,0.648808972101214,0.457075993454672,0.757951055186763,0.693593625013922,0,0.670123863417369,0.774057090043013,1.33147029658343,1.82830397381869,5.56121976086755,7.52091755194134,8.15820921624064,8.07902375677947,8.22054889527395,14.5818181818182,13.7,12.99748389414,12.25,11.5,10.7467976841839,10,9.07,8.97,7,40.4027751011756,46.2123635846575,46.6132053484337,36.9602451996755,27.4245596072803,18.5373992028918,16.922064491868,13.1655335726835,9.81571386109185,10.2937033042836,1.01254543797653,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811626308150638,4.05018175190612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Korea (Rep. of)","KR","KOR","410",41.5969285839327,41.4822018335337,40.3183389466901,39.4002368175428,34.7039081302741,36.4611027038628,37.217692221962,37.9366291516462,33.1295079193639,31.4643315087803,50.6272919648213,52.5373296737159,54.9896018231953,56.8300378727442,58.2541894095719,60.2495680019812,60.1254310796952,57.6098629554377,59.1901496156793,54.4989153545306,95.06942188,92.84302568,89.9,87.5568264944747,84.77,84.07,83.7591201534472,83.7,81.6,81,124.585429330022,120.226327532086,129.672788317825,115.961224555932,113.204357572029,108.610708632871,107.118942289171,105.464639278559,97.1564109448306,102.465615740607,92.7301881792971,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8724640717915,49.5249383235355,NA,NA,95.8982921995387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Kuwait","KW","KWT","414",4.75567228190671,4.01898474371558,2.5623756120676,1.43393808151078,1.53749276375688,1.40346560449205,1.33281306360978,1.3004813677596,1.59515356897887,1.50601899315853,12.4607958017186,13.3646146210928,13.4761396303901,12.5143687113668,13.3841207431926,14.4057241768887,15.2290948572541,17.3609003557625,16.246409474568,18.7340861276584,100,78.36738376,72,78.7,75.46,70.45,65.7690706867398,61.4,50.8,42,176.002434851812,193.571063023219,178.590592152586,199.832124958057,205.909549895271,181.773015696568,152.290948572541,155.747050245261,92.8171298224594,132.997970509552,56.47239900166,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48355776090099,19.5769667949167,NA,NA,99.5999925358687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Kyrgyzstan","KG","KGZ","417",3.81013415228037,4.16840274047362,3.96542499337375,3.54953356375882,0.425152237254608,0.971506922613872,2.37642295303529,2.92078133886511,0.325322276187459,0.362170809816747,5.25283033234296,5.85304729622425,6.29121236416197,6.84726824644104,7.58288259864092,8.04837922545711,8.69601335995458,9.01928390811784,9.09799014919022,9.34123879273663,38,37,30.247042775311,28.3,23,19.8,17.5,16.3,16,15.7,119.066961369739,125.339387224599,122.570117845251,127.190553774626,129.410601225214,117.555937977804,120.92431019344,113.758548961004,84.1118448800403,97.29236321239,64.5866710409309,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707512719462145,9.41018032612499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Lao P.D.R.","LA","LAO","418",0.642624867468091,0.391440572354375,0.356800313650059,0.182698418255364,0.0941725814568826,0.117588094089096,0.13796943239452,0.169991186423116,0.0702108423300632,0.0478945261981074,20.9909301229893,16.1867299675609,18.5018038676301,14.2779051214301,13.8673168110394,10.727402365033,6.98266591978003,1.64985242028335,1.69581510522063,1.63008855803974,25.5104350823024,21.87,18.2,14.26,12.5,10.747676189122,9,7,6,3.55,53.3840689713197,57.8235326941331,51.8633770383574,55.2895909371141,69.5595741771234,70.5151755674404,66.7232521223425,86.3456974932285,52.6075838443827,64.0628788006078,33.4423694559936,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103126126908152,2.1135609646381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Latvia","LV","LVA","428",27.2757678540223,26.9705709147213,26.2960512919738,25.204462790225,20.5240457019125,23.012920151415,24.254788731499,24.9849224651065,21.2009129120168,18.980140093835,13.8044936397403,17.5437715295549,18.3835410223344,17.8207255037609,19.7900375961239,20.6850315190002,23.012920151415,25.112548675916,24.662855068518,26.1867739656889,80.114077,79.84209778,79.2006,75.83,75.2344,73.1199437663748,69.7499545592245,68.42,66.84,63.41,126.294182195965,134.240928020844,107.348924711389,129.650783861631,117.948624072899,125.088204788658,127.155759066145,110.287971494213,107.404704900491,108.836775984833,105.86530671836,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8484818089329,27.3044348923827,NA,NA,83.5771748630956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","LDCs","15","105","905",1.34742539754201,1.21713757247206,1.08882540513089,0.747629040963151,0.107164919764557,0.178368576132384,0.326609973857856,0.533170287806928,0.0766305669584868,0.036483328940777,0.814500382138348,0.794490630455784,0.881328305124857,0.853098224775688,0.964021631219997,0.959289361826749,0.98896199281966,1.01241301877496,0.970732142438091,0.951292522889131,17.7816285060836,15.6463248108015,13.21815394334,10.4744635171823,7.54554412507985,6.0667765504381,4.80559887467483,4.27293445895828,2.70486936486124,2.1221046198379,68.6215544663236,66.4554814681833,70.8335290089601,66.4382682817795,63.0957165996236,55.8121315321953,48.5590100083327,42.1829271822516,26.4754081137448,33.105745424533,21.6344689939701,28.9133321050379,24.1860949080606,19.6299095907273,14.7262121022307,10.3150071037264,4.67695577887481,2.82870450331558,1.30569347863036,0.399832139128108,0.132327015904168,0.928186637010384,17.5508747885431,16.0657683567084,19.5175936231725,14.2982088274298,12.3587675509861,10.7563399921938,9.29070634447706,8.11925047731915,6.63898432874173,5.53149368074257,4.25011486789522,3.07756896346795,0.1,0.0304759697951604
"120","Lebanon","LB","LBN","422",0.136965172504683,NA,21.6426145077437,21.9304897103792,6.68453305945556,8.59910372918868,8.1176765450898,18.0822719022578,4.09305912745952,2.09874996353422,13.0263282195781,13.3132620843588,27.0507296313634,15.5043459971546,15.4243126226233,14.7132887379753,15.6565682102683,16.9188305978868,16.4359040112449,16.6992657010371,78.1807748907671,76.11,74,73,70.5,61.249785718304,52,43.68,30.14,22.53,64.5086432433011,63.7006851515449,64.4980587246013,71.2977281292603,70.072578950092,65.6983349630697,67.8120641171682,66.4481492403152,49.6634965196531,57.816045471679,29.9491619796333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73408283618729,15.7406247265066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Lesotho","LS","LSO","426",0.273344564982299,0.230500675580698,0.107468325759146,0.100144680408796,0.0200442878540134,0.0811913087582395,0.112150177714897,0.0735033240434658,0.020099179400753,0.00704534028741969,0.395004951791182,0.50857408963947,1.98348939533404,1.97035387205861,2.43285236451189,2.48184646024461,2.51956085229038,1.93487510654792,1.92530347521794,2.0099179400753,29,27.36,25,22,15,10,7,3.86,3.72,3.58,113.830518652817,110.018505756543,NA,103.939736408711,104.665846156858,88.2557812800402,76.6659851096331,61.5012166955786,33.2138939597444,49.4817298821747,29.8529184567283,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0668234364114367,2.07283976027726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Liberia","LR","LBR","430",NA,0.191398712014267,0.174414028817994,0.156521466919188,0.00477982482199007,0.012670290272965,0.119576285668688,0.137630272787788,0.00399559632010906,0.00304889879319042,NA,NA,0.174414028817994,0.201241886038956,0.230301323131566,0.25892502802275,0.332087340856681,0.149202488798249,0.23121672168093,0.0632369710929261,7.98447972152267,7.31910641139578,33,5.41,3.2,2.6,2.5,2.3,2,0.53,56.5689526619946,67.9561095817181,NA,81.6594853126964,73.9821897251661,60.0417716686117,57.5458469859338,50.29659412716,28.9031315619345,40.3794461365138,23.6879202629814,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00156816163913215,0.0554345235125532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Libya","LY","LBY","434",NA,4.83229504838677,2.60190672999226,0.950405207597321,1.17463631049317,1.07067607546469,1.02367586656456,0.9871052306046,1.02706495484827,0.763226990130634,NA,23.9487326926338,21.1702665460289,16.5661080828847,14.3741855006502,12.483466131676,12.9499305412816,19.8187607167411,16.0065588475534,17.3340034796309,21.7589206159252,20.27215956269,19.016079781565,17.76,16.5,NA,14,14,10.8,9,91.47929619902,117.989477157224,NA,151.86353427652,133.55911007748,161.941724838459,152.519636485586,160.065588475534,155.430646705306,175.872744290872,121.792736717223,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12045911932874,15.1915214166359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Liechtenstein","LI","LIE","438",43.5241361118438,42.9973544973545,42.3150459397738,41.8895116092874,42.36817247319,39.371842141199,40.6563058428548,41.9364371490745,44.7364738153217,43.8386287389699,40.1925613294645,40.5873015873016,43.5100111530087,46.2663464104617,48.4727184805094,49.5478420967131,50.4438071828486,54.4535200311163,54.0049045270438,54.8604696727965,98.1,98.0939038921672,96.6411950959488,95.21,93.8,89.4077,85,80,75,70,122.756613756614,117.632375590844,124.647850171459,109.287429943955,109.21204631545,104.042345806032,98.5388501980063,101.865373488,97.965124415708,98.6275490359504,95.8529502974261,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4590141349572,55.2564066420456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Lithuania","LT","LTU","440",28.1566821263544,28.0721539993829,29.6848617279396,28.4219681569505,21.7465113182082,25.2452996344516,27.7905730069187,26.9851526015338,20.0102927920461,18.3668781601468,15.2454748999023,17.1115697047952,18.3720549551367,19.165825340737,19.7440549325811,20.8043778959592,22.1763412389376,24.1191862772967,23.0884188670764,23.5980254257222,77.61525651,74.37664556,71.378,72.13,68.4529,67.2299893276414,63.6399774002179,62.12,59.76,55.22,153.275727187678,145.513378002234,164.279018328869,142.708876215943,143.617577268293,151.747296550872,164.083562929785,160.147732878252,156.649317313202,156.570649487678,156.328946283146,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6005154045709,24.4309985013376,NA,NA,79.7225827680518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
